Annee;Diplôme;Numéro de l'établissement;Etablissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux d'insertion;% emplois stables;% emplois à  temps plein;Salaire brut annuel estimé;% de diplômés boursiers;% emplois cadre;% emplois extérieurs à  la région de l'université;% femmes;cle_ETAB;cle_DISC
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;84;ns;ns;ns;45.00;ns;ns;39;Rennes 2 - Haute Bretagne_18;disc17_18
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;82;ns;ns;ns;45.00;ns;ns;39;Rennes 2 - Haute Bretagne_30;disc17_30
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;91;90;100;ns;34.00;ns;ns;51;Saint-Etienne - Jean Monnet_30;disc04_30
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;84;ns;ns;ns;34.00;ns;ns;51;Saint-Etienne - Jean Monnet_18;disc04_18
2013;LICENCE PRO;0673021V;Strasbourg;A15;Strasbourg;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;97;58;ns;ns;13.00;ns;ns;66;Strasbourg_18;disc05_18
2013;LICENCE PRO;0673021V;Strasbourg;A15;Strasbourg;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;97;78;91;ns;13.00;ns;ns;66;Strasbourg_30;disc05_30
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;84;ns;ns;ns;26.00;ns;ns;69;Toulouse - Jean Jaures_18;disc01_18
2013;LICENCE PRO;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;88;ns;ns;ns;26.00;ns;ns;69;Toulouse - Jean Jaures_30;disc01_30
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;94;ns;ns;ns;27.00;ns;ns;30;Toulouse 1 - Capitole_18;disc05_18
2013;LICENCE PRO;0311382J;Toulouse 1 - Capitole;A16;Toulouse;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;97;94;97;ns;27.00;ns;ns;30;Toulouse 1 - Capitole_30;disc05_30
2013;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;72;ns;ns;ns;32.00;ns;ns;72;Tours - François Rabelais_30;disc08_30
2013;MASTER ENS;0370800U;Tours - François Rabelais;A18;Orléans-Tours;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;97;87;97;ns;;ns;ns;97;Tours - François Rabelais_18;disc18_18
2013;MASTER ENS;0370800U;Tours - François Rabelais;A18;Orléans-Tours;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;100;91;ns;ns;;ns;ns;97;Tours - François Rabelais_30;disc18_30
2013;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;61;ns;ns;ns;32.00;ns;ns;72;Tours - François Rabelais_18;disc08_18
2014;MASTER ENS;0370800U;Tours - François Rabelais;A18;Orléans-Tours;;;;;18 mois après le diplôme;93;ns;ns;ns;45.00;ns;ns;82;Tours - François Rabelais_18;_18
2014;MASTER ENS;0370800U;Tours - François Rabelais;A18;Orléans-Tours;;;;;30 mois après le diplôme;94;90;90;ns;45.00;ns;ns;82;Tours - François Rabelais_30;_30
2014;LICENCE PRO;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;93;78;94;ns;29.00;ns;ns;80;Valenciennes - Hainaut-Cambrésis_30;disc05_30
2014;LICENCE PRO;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;90;ns;ns;ns;29.00;ns;ns;80;Valenciennes - Hainaut-Cambrésis_18;disc05_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;91;68;97;ns;19.00;ns;ns;8;Aix-Marseille_18;disc16_18
2013;LICENCE PRO;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;85;ns;ns;ns;19.00;ns;ns;8;Aix-Marseille_30;disc16_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;91;25;44;ns;33.00;ns;ns;85;Angers_18;disc09_18
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;94;79;97;32400;33.00;ns;ns;23;Angers_18;disc15_18
2013;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;85;ns;ns;ns;33.00;ns;ns;38;Angers_30;disc03_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;85;ns;ns;ns;33.00;ns;ns;85;Angers_30;disc09_30
2012;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;97;91;97;28700;38.00;ns;ns;47;Angers_30;disc03_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;91;77;100;ns;33.00;ns;ns;38;Angers_18;disc03_18
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;94;94;100;33900;33.00;ns;ns;23;Angers_30;disc15_30
2012;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;97;69;97;ns;38.00;ns;ns;47;Angers_18;disc03_18
2010;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;79;ns;ns;ns;38.00;ns;ns;nd;Avignon_30;disc13_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;91;81;91;ns;38.00;ns;ns;29;Brest - Bretagne occidentale_18;disc14_18
2011;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;85;ns;ns;ns;39.00;ns;ns;74;Brest - Bretagne occidentale_30;disc02_30
2014;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;91;81;100;ns;38.00;ns;ns;29;Brest - Bretagne occidentale_30;disc14_30
2010;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;97;91;97;ns;26.00;ns;ns;nd;Caen - Basse-Normandie_30;disc03_30
2012;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;91;65;74;ns;26.00;ns;ns;97;Caen - Basse-Normandie_30;disc09_30
2013;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;91;ns;ns;ns;36.00;ns;ns;91;Caen - Basse-Normandie_18;disc09_18
2013;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;94;53;72;ns;36.00;ns;ns;91;Caen - Basse-Normandie_30;disc09_30
2012;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;88;57;57;ns;26.00;ns;ns;97;Caen - Basse-Normandie_18;disc09_18
2014;MASTER LMD;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;97;79;100;ns;20.00;ns;ns;61;Cergy-Pontoise_30;disc02_30
2014;MASTER LMD;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;94;ns;ns;ns;20.00;ns;ns;61;Cergy-Pontoise_18;disc02_18
2010;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;94;54;85;ns;33.00;ns;ns;nd;Chambéry - Savoie_30;disc08_30
2014;MASTER LMD;0632035V;Clermont Auvergne;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;88;47;ns;ns;36.00;ns;ns;64;Clermont Auvergne_30;disc08_30
2014;MASTER LMD;0632035V;Clermont Auvergne;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;71;ns;ns;ns;36.00;ns;ns;64;Clermont Auvergne_18;disc08_18
2011;MASTER LMD;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;76;ns;ns;ns;39.00;ns;ns;71;Clermont-Ferrand 2 - Blaise Pascal_30;disc08_30
2013;LICENCE PRO;7200664J;Corse - Pasquale Paoli;A27;Corse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;80;ns;ns;ns;9.00;ns;ns;64;Corse - Pasquale Paoli_18;disc01_18
2013;LICENCE PRO;7200664J;Corse - Pasquale Paoli;A27;Corse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;94;90;100;ns;9.00;ns;ns;64;Corse - Pasquale Paoli_30;disc01_30
2013;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;79;ns;ns;ns;18.00;ns;ns;69;Evry Val-d'Essonne_30;disc11_30
2013;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;94;94;100;36500;18.00;ns;ns;9;Evry Val-d'Essonne_18;disc16_18
2013;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;97;91;100;38500;18.00;ns;ns;9;Evry Val-d'Essonne_30;disc16_30
2013;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;68;ns;ns;ns;18.00;ns;ns;69;Evry Val-d'Essonne_18;disc11_18
2012;MASTER LMD;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;82;ns;ns;ns;42.00;ns;ns;82;La Réunion_18;disc04_18
2012;MASTER LMD;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;79;ns;ns;ns;42.00;ns;ns;82;La Réunion_30;disc04_30
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;94;69;97;23400;26.00;ns;ns;ns;Lille 1 - Sciences technologies_30;disc14_30
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;100;32;100;22500;26.00;ns;ns;ns;Lille 1 - Sciences technologies_18;disc14_18
2014;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;88;67;100;ns;27.00;ns;ns;50;Littoral - Côte d'Opale_30;disc17_30
2014;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;80;ns;ns;ns;27.00;ns;ns;50;Littoral - Côte d'Opale_18;disc17_18
2011;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;71;ns;ns;ns;22.00;ns;ns;79;Littoral - Côte d'Opale_30;disc06_30
2011;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;82;ns;ns;ns;22.00;ns;ns;72;Littoral - Côte d'Opale_30;disc07_30
2011;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;97;70;97;ns;33.00;ns;ns;53;Lorraine_30;disc03_30
2011;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;91;68;87;ns;28.00;ns;ns;82;Lyon 2 - Lumière_30;disc10_30
2013;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;74;ns;ns;ns;23.00;ns;ns;76;Lyon 3 - Jean Moulin_30;disc10_30
2013;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;94;57;93;ns;23.00;ns;ns;76;Lyon 3 - Jean Moulin_18;disc10_18
2011;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;88;80;100;ns;34.00;ns;ns;59;Mulhouse - Haute Alsace_30;disc14_30
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;71;ns;ns;ns;20.00;ns;ns;57;Nantes_18;disc11_18
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;94;66;87;ns;20.00;ns;ns;57;Nantes_30;disc11_30
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;97;82;100;ns;25.00;ns;ns;74;Nice - Sophia-Antipolis_30;disc17_30
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;94;63;94;ns;10.00;ns;ns;63;Paris 2 - Panthéon Assas_30;disc10_30
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;82;ns;ns;ns;10.00;ns;ns;63;Paris 2 - Panthéon Assas_18;disc10_18
2011;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;100;53;97;ns;19.00;ns;ns;68;Paris René Descartes_30;disc13_30
2013;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;100;100;97;37300;20.00;ns;ns;35;Paris René Descartes_30;disc04_30
2013;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;94;90;ns;ns;20.00;ns;ns;35;Paris René Descartes_18;disc04_18
2011;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;82;ns;ns;ns;19.00;ns;ns;64;Paris René Descartes_30;disc02_30
2011;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;91;87;100;ns;18.00;ns;ns;65;Paris-Est Marne-la-Vallée_30;disc10_30
2012;MASTER LMD;0660437S;Perpignan;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;74;ns;ns;ns;40.00;ns;ns;38;Perpignan_18;disc12_18
2012;MASTER LMD;0660437S;Perpignan;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;91;65;90;ns;40.00;ns;ns;38;Perpignan_30;disc12_30
2011;MASTER LMD;0660437S;Perpignan;A11;Montpellier;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;100;88;100;30200;36.00;ns;nd;65;Perpignan_30;disc02_30
2014;LICENCE PRO;0660437S;Perpignan;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;83;ns;ns;ns;25.00;ns;nd;54;Perpignan_18;disc07_18
2014;LICENCE PRO;0660437S;Perpignan;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;94;63;84;ns;25.00;ns;nd;54;Perpignan_30;disc07_30
2013;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;91;55;94;ns;23.00;ns;nd;47;Reims - Champagne Ardenne_30;disc13_30
2013;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;88;ns;ns;ns;23.00;ns;nd;47;Reims - Champagne Ardenne_18;disc13_18
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;85;ns;ns;ns;45.00;ns;nd;74;Rennes 2 - Haute Bretagne_30;disc05_30
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;74;ns;ns;ns;45.00;ns;nd;74;Rennes 2 - Haute Bretagne_18;disc01_18
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;85;ns;ns;ns;45.00;ns;nd;74;Rennes 2 - Haute Bretagne_30;disc01_30
2012;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;74;ns;ns;ns;45.00;ns;nd;74;Rennes 2 - Haute Bretagne_18;disc05_18
2014;LICENCE PRO;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;89;45;100;ns;29.00;ns;nd;67;Rennes 2 - Haute Bretagne_18;disc01_18
2014;LICENCE PRO;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;94;56;97;ns;29.00;ns;nd;67;Rennes 2 - Haute Bretagne_30;disc01_30
2010;MASTER LMD;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;97;100;100;35900;30.00;ns;nd;nd;Rouen_30;disc16_30
2012;MASTER LMD;0761904G;Rouen;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;67;ns;ns;ns;37.00;ns;nd;67;Rouen_18;disc08_18
2012;MASTER LMD;0761904G;Rouen;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;79;ns;ns;ns;37.00;ns;nd;67;Rouen_30;disc08_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;94;54;97;ns;22.00;ns;nd;54;Rouen_30;disc14_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;86;41;100;ns;22.00;ns;nd;54;Rouen_18;disc14_18
2014;LICENCE PRO;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;88;67;100;ns;8.00;ns;nd;61;Strasbourg_30;disc14_30
2014;LICENCE PRO;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;97;36;100;ns;8.00;ns;nd;61;Strasbourg_18;disc14_18
2012;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;82;ns;ns;ns;40.00;ns;nd;76;Toulon - Sud Toulon Var_30;disc02_30
2012;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;81;ns;ns;ns;40.00;ns;nd;76;Toulon - Sud Toulon Var_18;disc02_18
2014;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;82;ns;ns;ns;24.00;ns;nd;44;Toulon - Sud Toulon Var_30;disc07_30
